"","GSM15785","GSM15786","GSM15787","GSM15788","GSM15789","GSM15790","GSM15791","GSM15792","GSM15794","GSM15795"
"213647_at",111.583354090471,-6.5482703956092,-3.04348241793482,-48.1438128281561,-40.0518656021704,15.3547076643609,15.9128101313399,-76.8768518115929,29.2677082413719,26.2581917034017
"213648_at",127.703369058024,-32.0863896809185,-0.368489801996177,-98.0460900048583,-55.7788520560499,67.0656697070128,134.949121401621,-277.303904461858,29.1140138857913,33.516624009803
"213649_at",79.6137154232274,33.4953461222554,10.6952570604182,-45.77391326399,-89.0187632113466,92.4813719473119,107.608301986997,-235.804016637959,-5.94722601630477,7.87587986564581
"213650_at",232.296409537793,-137.555513808747,-132.299402488528,-93.0662013535665,-69.8401233073668,-45.2139807411426,-12.0455824272149,-59.3750385859473,34.5034897810179,-27.5912471122166
"213651_at",381.893835482907,-310.495099210238,-338.771375650792,-143.834554259356,-62.027559472673,-219.654856548575,-161.70648158236,35.7767382684838,48.4333819217946,3.318459419773
"213652_at",53.3362977795845,51.8881029112439,44.1194092274971,-26.7833636461449,-68.2691625180511,115.273135580188,149.065700636658,-271.036547051764,8.66763208533461,56.1353895561545
"213653_at",22.6781634735613,108.946724043123,94.3013421366387,-3.83247730806633,-63.9873655552105,131.355950146747,52.6394663976121,-96.9504031477698,32.1030409660104,55.5856821475566
"213654_at",159.121606106154,-65.2562415546598,-74.5397026234536,-110.399736071941,-134.50223579789,68.5981475417278,211.031976597558,-525.618276410925,-5.52897464758573,18.599947782252
"213655_at",197.103947775471,-81.9781518420714,-90.3077864087533,-90.5100955958607,-57.858654193439,-22.380517293513,-10.4443637301215,-48.7021236731096,40.043550760738,40.8692346526633
"213656_s_at",-42.0744880609507,159.213357528029,164.837984015217,11.0015418276454,-44.2051625191361,235.752880155746,194.887501663325,-294.115633032919,-2.29847358006505,39.7879951828176
"213657_s_at",111.818862956098,-4.68048074376447,-41.9334469601149,3.58917453078491,-62.8772255443631,-1.73029960652062,-31.6022311297927,47.002037934182,26.8158611534107,14.5211025126169
"213658_at",153.176215461844,-42.4230211325877,-19.3124935275263,15.4265814205613,-21.3910158924384,-68.9362696164452,-162.037089553176,299.7068116894,21.8979690399789,-2.6650172947099
"213659_at",159.402891381659,-36.9366963476459,-88.7709005789493,-137.094233986477,-102.306842792675,60.6661557783892,174.232729149032,-446.116157474809,39.5373116942889,42.6802373636759
"213660_s_at",221.797397110742,-92.773322932664,-143.986361442968,-88.3425268364088,-69.4503503024847,-54.796995451147,-11.8323668199095,-164.453030792643,40.4704673801443,16.6952698274233
"213661_at",328.61258826147,-245.297492560883,-265.604621332858,-85.0213496682914,-60.226145955045,-207.728553045635,-200.03514297451,88.8648791487665,47.2682158264599,8.76449199366931
"213662_at",170.428707754699,-72.586681041515,-52.6424599814652,-43.8286293366442,-35.9987713341922,1.15408520508086,-19.2377185299926,3.28678056893408,22.2408283041299,-2.74998179375175
"213663_s_at",189.776442689935,-110.247122043654,-64.6958631468318,-41.7484842970505,-51.2201982163672,-88.7788733207523,-96.7406486969237,112.625702341265,50.9404361096032,4.06949018598609
"213664_at",380.772101721874,-318.605615478236,-314.064603894128,-206.788323449586,-101.343492083016,-205.516619745775,-56.1039328728995,-230.065152905008,61.9701092581646,-15.6923500953465
"213665_at",119.2000431496,-21.4296206590352,-13.0927505646029,-1.08588576205554,-29.6950342808034,-31.5756215839454,-124.810831455802,242.744394721275,20.8147570214432,18.3855737953403
"213666_at",369.368109620997,-356.283959981461,-356.34300256343,-176.256782805613,-109.835329818474,-219.935683309813,-26.8546701580947,-339.097731879951,26.7581328638512,-2.46081107098996
"213667_at",-21.7260855728503,132.660335456671,137.863524327612,-20.3832582101417,-24.2658772329009,218.484668375082,203.260832592449,-372.857361265835,-8.06011634986475,46.7485506115084
"213668_s_at",132.460085600071,-41.3532731133598,-19.7566162384139,-54.0154396838781,-67.2314820476506,42.9492837019379,21.4335791313528,-183.381703690145,32.3216142151358,23.9284304637229
"213669_at",82.0972257602697,6.735514093877,9.63591192954943,-53.918940350072,-64.2143056277863,66.5024869158483,130.544679896969,-293.094472183423,39.3436356928129,20.6455888694515
"213670_x_at",194.921023500251,-97.9031455153086,-122.185133745282,-72.1794771942827,-88.6309937787965,61.7090950558387,151.193892905475,-430.037174723043,41.2782103817192,36.1345644786038
"213671_s_at",26.8164300583917,65.1373476914147,51.922972970917,-5.08549420312008,-64.4480304168699,117.708659967096,107.015291043215,-188.162498665269,36.5412005407667,16.7680177957314
"213672_at",204.938816859287,-126.67108954093,-132.149288454761,-115.348066805077,-79.1462217261438,-13.8307643439576,54.4722865487993,-304.845012348446,37.6450651197993,7.54767856567353
"213673_x_at",226.273579331727,-146.448268242878,-198.196338108784,-105.743656420725,-112.919063999483,-42.2924944975534,85.2528223440477,-372.295978967457,11.0000686092951,3.17547456853562
"213674_x_at",153.67236500281,-70.2543629645433,-97.1234558353898,-127.245297442874,-77.268644608942,85.0984192411491,159.66356038495,-449.838678707549,10.2173932213368,7.99107833761549
"213675_at",123.309845495238,-23.588561359849,-28.832836372416,-64.788333295911,-79.9774703577455,57.2353612477462,96.0620286597605,-208.427932905299,27.0810925219861,14.433373649402
"213676_at",313.188345383672,-238.856241285577,-213.922193209143,-86.7412921255238,-40.8320421849863,-238.483903265833,-284.200893787728,365.57622087799,70.0784497260096,12.8744687354629
"213677_s_at",141.635422173044,-26.78369118037,-36.8294283571262,-23.3114097168143,-52.7912574173354,-36.2188662289459,-41.5007204035947,24.7500446079856,13.9884583421872,35.8384362612501
"213678_at",134.79406314194,-29.5778866604414,-33.325088755712,-38.6784534708432,-82.5962203459982,34.6167296045971,55.8482587820015,-240.850127545924,19.0680682197536,26.5149965434228
"213679_at",39.1759703051885,43.7295477264132,52.0357227595622,-11.4096353320011,-38.4705865161835,67.2942510204269,28.9821002858809,-36.3206258937543,21.3429819671688,4.76837295940729
"213680_at",238.359171560754,-173.193708797141,-132.287147328524,-52.9600536349718,-50.624429241066,-87.8923874612726,-102.946776427887,73.0197914876109,38.6962011554959,15.248643768588
"213681_at",170.543202237264,-57.5964840234022,-51.102442405885,-101.707005373367,-98.2060588728962,58.6474690780461,162.246287579753,-347.518958528675,9.99121152574106,9.79004764249948
"213682_at",33.0688095054325,76.9127362238654,79.6927928054124,7.96505094059825,-69.3815936934481,110.50969816048,79.1321777796583,-157.111446031601,-1.39725685011648,28.1456345673289
"213683_at",6.17458800291145,109.369911076499,110.548225546256,0.447434692296249,-52.1859705828884,115.598394139462,66.108995156843,-76.2287978196022,11.3171078798216,57.014104362728
"213684_s_at",5.25489154979287,73.1561723675915,25.5549247084638,-90.7719298088088,-109.183810546538,253.401720845929,332.718580173084,-678.444866799745,-8.79828773206632,22.2236879044366
"213685_at",-37.7765480369435,165.713162122834,150.977286574373,10.1884569209367,-52.0605932125136,245.249540368416,226.796717730587,-316.717836095075,4.33274337564805,28.879497629103
"213686_at",264.226838169847,-170.397436109681,-165.783847247369,-89.3474303006039,-70.1297795761579,-99.2923865900977,-81.0985353874794,-19.4206984898404,-10.4892802494934,-0.0747745987368696
"213687_s_at",196.537361231979,-97.7142805443612,-110.66462528324,-57.943051006871,-37.2185628011613,-64.8359302426206,-88.4306617757905,37.7899360381588,23.9011277698575,23.5090079762875
"213688_at",164.746599029048,-78.7060090946314,-81.0154462476647,-96.8116986684346,-90.4108831612777,19.6652133594982,100.131564876636,-305.774166277991,14.537922352276,3.03079006345587
"213689_x_at",168.331496497461,-33.1462012477505,-45.0104885471127,-44.404869385718,-73.6473355117112,25.2323718385027,1.7382246784641,-100.14234485222,19.0372872795417,17.7425272724989
"213690_s_at",178.751268934461,-85.4596095106207,-102.687062923611,-46.4163612430945,-18.2044682545268,-61.6147512329168,-122.529901144682,84.0946223428827,1.92511834597844,10.4086382375555
"213691_at",129.551846188351,-47.341884850941,-49.4411019348032,-66.260515552278,-30.5150928363447,2.43485372172315,10.4298069944191,-51.3796875817652,31.7220597746379,14.1086086248099
"213692_s_at",29.6351137057224,102.804527808614,81.9113452167634,-3.21745848035129,-75.6243010223283,110.179225588001,71.7443408869561,-105.022063503157,-2.28789791159379,21.0748369628866
"213693_s_at",193.291107027412,-94.9813504558306,-118.390763162121,-75.2808666219215,-76.9255574260905,-14.5990110497873,20.4795118361413,-170.202439811106,32.0949814710784,34.4431008962004
"213694_at",135.81403362764,-48.2405803949456,-29.8654632875132,-74.0581283694027,-73.3884460051336,-1.48694252438118,26.4394404194305,-127.902534523001,4.87996674271817,7.95517461038531
"213695_at",146.1007152417,-56.6621093859491,-50.8025361251428,-90.8463174542045,-74.0796707514052,31.5667772958663,83.3834576489707,-234.856015822078,28.1706102531538,4.96325852271745
"213696_s_at",40.7090705365373,45.74511159838,47.3628269172023,-72.6329669481304,-65.2708454062826,167.000646556299,221.510939293034,-405.360231758637,13.9018644921258,-1.75044198635802
"213697_at",116.500565587548,-9.50085837746144,-28.9149066670464,-32.9323160956603,-52.1983481269295,61.5653016562898,43.4737769920196,-137.615503149573,7.93022065733909,17.0656942430693
"213698_at",20.9753256219077,56.4369584601034,63.5462180186236,-17.5058132779678,-46.5856746679797,141.781156399764,146.579311712889,-180.942958544017,21.7545686570484,8.54652138902264
"213699_s_at",87.2103804750889,-7.66062073153515,51.0230705611025,36.3629636061608,-14.986208403475,64.8205603052624,-82.96070173485,167.490441676198,15.6646432919883,15.4582521870858
"213700_s_at",199.544376468652,-65.4883073705156,-94.2914122279021,-85.2617905618149,-89.2395840648823,53.0850373073431,104.261086410923,-294.525200486599,7.65119120140309,26.1592158552504
"213701_at",-40.5337524037144,155.76929033489,139.119691470995,-4.91263949443512,-44.6889631394661,204.917645092592,194.187256534627,-298.156382055352,-7.87211055398451,37.0222839588008
"213702_x_at",94.3365241627547,-21.3476405817424,-16.4741135665686,-89.4669244856978,-88.2959461082964,78.636266900567,107.974022891103,-307.462974139785,9.28826958676477,-2.36576529969232
"213703_at",73.5529910498451,43.3410629546391,19.5839360329972,-13.5730513286539,-42.5087698253876,68.9565868654952,62.6823932541347,-128.00001282248,1.22846042416013,40.9022556529525
"213704_at",120.243785966299,-30.8362244679523,-42.660406634705,-40.6497775243901,-42.1895256540495,37.9373535697421,6.56101353151387,-41.3825443739311,41.9601178203991,39.0230055702422
"213705_at",90.0127805923727,-20.1068763001966,-9.49572181238537,-27.8922632944886,-72.4735669087433,60.5436083397382,71.1930324675704,-166.896521803848,12.05086403669,60.1612641399804
"213706_at",190.628707800005,-87.3586961200562,-65.0599117443707,-53.8795218797239,-53.3895843842763,-31.5613523386125,-15.8147020505522,-109.79616243207,54.8154957219568,45.0205087459943
"213707_s_at",359.668260122213,-266.513744416377,-266.980215946961,-140.935328640721,-101.135421356197,-188.26087802046,-31.1224478078729,-159.676302892299,35.7159610602855,-9.07166375710568
"213708_s_at",16.6280548112685,90.7556792829004,74.3615796523832,-17.0283229518393,-47.0075654268515,149.118362148536,87.8705480098733,-111.907825544982,0.888656682277043,32.0649035706519
"213709_at",138.646139537291,-65.0181552864722,-50.7382188041367,-45.2711100395261,-46.601835393787,-68.6478785356795,-42.6838368718691,93.404013573973,23.1886698023788,3.40449144847332
"213710_s_at",94.0025918407153,12.4452124768418,-20.2105577137064,-27.4367338592523,-88.6667968549235,28.3410338170809,91.789458913413,-219.099239863679,-2.16018141211972,33.3836288317547
"213711_at",139.588739231791,-62.0539194535743,-66.0956082272956,-106.628449846164,-63.6875123615715,26.7572592912783,96.695621710844,-328.870052861468,31.819429327743,13.7838677555432
"213712_at",130.571254748154,-46.8744745477524,-64.3220050595186,-72.8642755060063,-87.2514009002127,69.5343055424918,156.533233011443,-392.807815669966,35.6950482321691,46.8065088852809
"213713_s_at",248.653266194958,-129.692692661779,-111.759233422981,-24.8140433409176,-35.0468306779554,-154.79409814915,-188.525264260515,254.247149585221,56.1139387481983,1.11046342681593
"213714_at",56.3401645464902,21.5327517307365,-6.27779771961625,-55.596794324251,-83.9410776529122,123.671438335458,117.16087274441,-293.355621836719,17.8962047163628,19.4669301148134
"213715_s_at",358.442149468227,-284.380407946823,-294.291554854975,-120.366920346855,-71.7734189345333,-212.009212068797,-61.2030253499647,-185.213979317496,72.0463119350812,2.37199163415048
"213716_s_at",285.542490843162,-173.105538893533,-211.066358475404,-109.266158758298,-88.4457028041347,-36.9597510521147,26.792806124101,-229.39480366701,67.8338260916496,12.6348768684453
"213717_at",-66.634111397457,166.385762548824,204.968050726057,69.0771666694229,-19.4403828039558,140.448852135887,37.4097443341792,51.928637433609,8.03079444134357,25.535016456423
"213718_at",145.855499383796,-71.898617097407,-59.0859373740076,-73.7415942267495,-59.3896353125204,31.1463148969602,65.2341775786857,-222.086714535403,2.14892996807322,15.0276216220305
"213719_s_at",61.9208815136196,48.2228514236144,48.7025376413196,10.1308308095173,-31.5352655895719,52.3769545997654,-15.6091700786835,50.7432373523251,4.1067265527694,14.879721175062
"213720_s_at",153.531769796017,-46.7643165451802,-49.0744815209707,-30.0173156188866,-43.5434764036015,-27.2712581296194,-39.5768518606702,-43.6867092229939,25.1317446820939,10.802360369371
"213721_at",-48.5522808746427,177.76551849209,172.237699142157,23.051887805892,-37.4347922363938,207.931895871933,112.869980468837,-82.272613493345,-7.94819632859445,71.1144450227968
"213722_at",-55.3924013296451,152.486018608105,157.154642552894,38.9155251883466,-60.3010482981157,185.105380796305,87.7626182740376,-112.208762782026,-15.1209718217689,39.8571831649432
"213723_s_at",180.363164334855,-88.3117893419679,-110.423080064067,-97.4212397769364,-97.875820712621,30.4778595785075,114.816553319635,-375.127651304319,6.04981933562636,23.2323595324734
"213724_s_at",-15.3258415924266,87.6885713227305,122.884900509588,-13.5165483394808,-66.8174490430327,217.903787379175,191.897554124836,-322.596371779409,-10.7806939179497,27.4898877749753
"213725_x_at",35.0910299904358,80.7905322215305,72.1449335716188,-45.6473463508575,-104.587505144975,148.617212270988,191.971746140261,-338.331009880538,-5.45154171603383,27.7176320895644
"213726_x_at",7.67970859798088,69.9058581062179,101.405112615276,-24.6954406737916,-99.1876256278139,227.643640985886,254.055999076371,-490.19496295563,-10.492527979398,34.0932838538296
"213727_x_at",192.238741909181,-62.7984847795174,-57.3269197368165,-60.1432424690419,-82.2484195133386,-15.6436024572886,-13.0647446981307,-30.6844744696784,29.9757531021431,41.3729362257586
"213728_at",-203.451567689309,325.009081726251,323.775773170516,83.3514869844534,-41.0304331671476,337.370508956051,226.049111979706,-182.92615436913,-16.6937883224864,57.64045597853
"213729_at",-44.4788277664348,180.556772964998,180.815526316579,27.5530700802913,-45.6720421303579,196.470488364224,138.811635278851,-138.195315774153,-8.55242241103822,27.5047283744603
"213730_x_at",49.6013681252359,55.1311094060577,39.210822813377,-21.7698970379864,-74.858571237576,144.744463602913,183.741669435036,-409.710787028149,-0.309994121605937,33.3758591900959
"213731_s_at",159.822102638177,-83.3187910538263,-92.1644182734562,-56.7430827219236,-66.0603043991675,32.2392042367386,101.359523396274,-322.04742202601,23.6283939349422,-4.23361486527577
"213732_at",-2.00382226487145,102.864024790775,106.176557837543,-7.68647589964762,-68.9673049834147,167.256885369053,151.521813529919,-256.05083478077,11.3294951776357,25.9148408277753
"213733_at",229.706271731433,-146.197713017951,-189.729498600485,-85.2519388106144,-127.280534293899,-62.6800893615504,87.3576488226659,-295.801872937076,19.0575270657019,7.19677487012841
"213734_at",211.298616601124,-104.068237802085,-97.8208800188318,-61.9677417696161,-56.6389466861526,-56.5867929652333,-12.8442757370579,-101.884755367104,7.77340804241343,9.52874521267523
"213735_s_at",354.091699220879,-250.87367558371,-244.500478508822,-119.174123184578,-77.4916875092043,-243.447983951909,-212.231249219932,125.641738394747,85.4175368220354,-8.69552647037221
"213736_at",319.291754935728,-219.05630663043,-175.940415182696,-86.4239042225192,-83.7212569719065,-137.128657994715,-108.964250826158,-24.9002652508168,30.2403289046066,-17.7517205724528
"213737_x_at",-20.1857517646018,127.931308680488,169.309182386859,-3.5413216010936,-62.6701709781345,166.967316155754,137.344657559795,-222.743601887699,14.1849592752267,54.9362862654647
"213738_s_at",141.382309329086,-9.07072027891895,-49.2439361273267,-83.1362079111976,-84.5696124072034,72.0154515727318,179.468186351929,-426.479120030527,5.64358064280294,22.6564605327627
"213739_at",108.988574793803,-28.8033485325858,-26.6495975660909,-43.980458217451,-70.658473351552,20.7038210631586,77.4677104988658,-207.743304066366,32.0937365936317,26.5278603301337
"213740_s_at",236.304137038859,-153.7766199493,-147.871400407443,-100.491437840239,-77.0048711918178,-21.4424715264519,15.2805913762747,-209.825483338151,22.4151857584481,10.9015643467615
"213741_s_at",84.1056904305904,22.6109660464876,29.5584050325603,-5.29683209256108,-49.234099605489,68.5859945965045,-11.8896650136813,-20.5623426714692,28.6485035248048,14.3515191687629
"213742_at",281.918563060684,-204.275782174321,-204.753854455265,-97.0492462310207,-89.3073910704967,-71.9269685740873,6.88227278939472,-256.979065603994,14.5379706399809,-0.0943061459743659
"213743_at",261.604462382332,-167.68760187095,-161.300378369107,-91.8478883641396,-61.624472488951,-59.7775146183536,-0.985618207489587,-148.685453668328,35.3112601770026,-4.32811310537958
"213744_at",22.6376759473998,102.418893641993,60.88409939687,-23.6623284595913,-61.6405878729012,172.558817663967,144.889793570039,-266.575394865834,-15.5044947734707,-4.14079297816466
"213745_at",21.1102222944472,96.8332868902481,89.1606058288403,0.713323763107848,-49.3471583694011,196.68299747773,141.204809262261,-287.963193073498,4.59931061565772,18.8063880548281
"213746_s_at",283.320870663241,-169.689109239941,-168.740642109406,-73.9600144198995,-54.3705499328177,-69.9617037999282,-71.2401567595519,22.7824612486772,71.0400706000815,10.7378068011735
"213747_at",28.7714164895476,91.9276636297891,84.0358146988561,2.02806034931935,-26.6027690936814,70.0254651237287,10.2830250673446,49.8189482609209,24.18478994331,39.6342990452194
"213748_at",118.319728873747,-45.3639841748841,-64.7266512349884,-67.1945488171492,-56.1940600657901,77.3360716810987,139.780870858638,-377.518423452337,20.5780209500849,10.2735142421185
"213749_at",28.6054075459301,48.8023072907577,26.6704031244861,-37.3091207652957,-75.9007587516467,154.667886398664,156.002898205469,-315.34362360661,13.0874185218688,48.67500789754
"213750_at",96.4696443720151,37.6207192289954,51.9021780705257,5.66069533387661,-26.6055075467488,102.488632996201,-40.8696175752072,28.0142158603815,24.3981760141419,38.0142971422491
"213751_at",146.430721437256,-59.5049175274955,-27.9328732609908,-53.4115906371293,-56.7667438597972,-7.94490206225605,-30.3818052435035,-26.2338337288583,31.0507333412641,16.5881407861065
"213752_at",30.0198809954325,84.927052378474,103.282813620524,19.5435284071939,-18.7534865049177,140.351011301878,32.2328048622528,-45.5819524615029,-6.35300153458442,25.1434859186376
"213753_x_at",60.8816607213206,12.2886117551986,30.4915399491419,-14.2372901792455,-93.7496275350408,100.842118514358,61.8356146166158,-105.866546602973,12.5687573995575,54.4834197117225
"213754_s_at",21.33963244971,68.5144177729762,112.373374521517,93.1845132393713,-32.0285645060893,46.8401562899254,-110.452541864157,249.300331323242,9.65927021558423,6.42804793287467
"213755_s_at",171.014515832169,-50.013812365371,0.993584259976066,-46.6329040060574,-56.5457761731582,-24.6771077369579,-54.4633221756732,92.7145342301822,16.8349900326456,53.5679604130579
"213756_s_at",16.0572535087954,91.1057032809866,99.0801439855992,-21.7136783731683,-68.3698667812529,150.438512452653,157.920213163292,-316.040722851829,-7.56985781403123,53.0966558869642
"213757_at",41.4992471777068,81.7502855828839,97.66327222177,-28.2297484309123,-33.8219919652722,120.50077020614,96.6065244189501,-75.8944590157224,30.3622413557159,45.5715307612371
"213758_at",150.724417592096,-20.6988616147576,-18.9867362206165,-37.512572886615,-29.624171594083,-30.2106972127338,-37.4959445253962,115.274916057818,23.6640058336799,37.1774855125399
"213759_at",120.590609057985,-29.1605824286389,-20.0007691474378,-89.8185663476031,-52.4210153463573,21.4781824507809,61.7691905456343,-177.056043472165,25.7447970593116,20.2021182548399
"213760_s_at",12.6286825958226,78.6385775416098,80.6987538254167,-24.7708120676174,-56.6344737873664,157.896469250525,156.033972532465,-344.946202749776,7.58104211045049,22.4415379557658
"213761_at",13.4715799780667,121.155904391524,111.665419561979,-35.3797854967606,-58.5467859089437,197.311429917299,234.640132566739,-375.971568723394,-22.312552125477,27.3775283346649
"213762_x_at",285.071992993254,-196.995446130435,-236.170201792022,-97.0785529509045,-53.5637730715838,-120.956250216923,-46.359665947371,-66.312474608835,73.7023025875758,5.14314725805661
"213763_at",-75.5840333449774,139.736291523237,162.270018695939,-2.24218164280386,-56.7893461141341,235.719769071409,222.900070770926,-355.293412642933,-23.4905928558735,26.2902132313765
"213764_s_at",-1.38486868152977,137.358975795032,113.232275971299,6.13277399151801,-37.9323670664025,149.950074433811,82.8817281050938,-136.767769136194,22.6114776532916,59.6440276433715
"213765_at",102.110712482485,11.6385741601112,36.4209997298,-0.127639017577669,-42.3766419323172,3.46733271732311,-65.6603148462254,116.149481809403,32.549351852552,-1.10095732435038
"213766_x_at",47.4903274094134,61.3821462210914,86.3515461121964,66.2229220573687,-16.6809935839094,1.24783251451153,-132.937367317501,319.645477083848,33.7397714506104,16.9495229856799
"213767_at",192.67338208074,-101.21886966803,-133.770897137715,-78.2954033694466,-76.3403541888024,-9.95039192419874,35.383322084891,-189.19094975838,19.6587137288796,-10.1283169504526
"213768_s_at",27.7442275232982,66.9825647619749,40.8704068724219,-63.9807649977341,-82.2997968082145,159.038124588415,231.385947553684,-482.795071232134,6.93063481261319,43.0997038952582
"213769_at",93.8297966491581,29.1285247244502,-40.8821722375588,-82.3638616072743,-90.3892009655195,123.581952174845,187.209622600534,-442.900344044584,11.238500987726,14.6742796813485
"213770_at",78.1881199426579,59.666422004903,82.6652449533518,-23.625426696666,-67.1221603754621,62.4760746134242,43.0800472614211,-49.8027122807919,-7.88412636291555,41.2926567839582
"213771_at",57.7745094845155,61.2402775509832,56.3423486076997,-9.22108508958123,-73.1901101152722,75.0919111892837,33.3947911144372,-109.326555326905,28.0260717779153,41.6690917594121
"213772_s_at",12.6347649659036,127.389554512353,110.167331236752,-7.68551633150607,-54.3909855322747,121.215909867209,66.2237140007504,-100.948003785003,-4.08435382729675,25.7941496889192
"213773_x_at",54.3622091409933,97.9089010596327,66.3430104957291,9.55382103744834,-35.5707154604787,151.714340407168,117.716963205569,-206.911139646598,-3.18100542571873,45.1739650613549
"213774_s_at",12.0187257069501,62.5764337927774,74.830296999191,-12.4847685854958,-45.9895364331859,155.733312414612,129.091032061572,-231.574417195536,21.3618378953049,28.8165378436604
"213775_x_at",41.499059961017,44.2692066776524,65.2736335950565,-20.6696046554119,-73.8218758166024,113.176183925107,121.177934496535,-305.131651068219,2.44402934000504,34.3418260228294
"213776_at",216.403277240404,-144.340572384329,-151.795042060986,-119.942314176872,-79.7206564591292,15.8469744937213,118.558195886674,-422.047771427082,33.3669911421911,-7.78231238487921
"213777_s_at",-65.3235360102348,200.363029460916,219.734277211179,88.6515457309157,-16.5119592225703,145.842555147442,-17.901324923983,212.516129507054,-30.8964434037999,5.5502565899842
"213778_x_at",-117.110943975894,240.415335153383,217.802430480754,79.4382171580211,-27.2994317365927,242.43080250185,102.408959556407,-74.236150766221,-37.4204036700107,46.5951108032996
"213779_at",52.2337974833654,45.9348784197458,13.2080916953199,-97.1914032701928,-93.495500981798,161.224316312779,246.974233265519,-523.383546317506,6.51564250747905,29.6310131664749
"213780_at",257.301190962304,-198.165445052188,-138.858404995287,-106.83269506564,-57.8097253337025,-76.2441769640143,-33.8873325963578,-102.365641460559,56.6683896132834,19.5195850753991
"213781_at",359.7600444363,-277.650435863867,-252.937538716679,-98.752820436357,-51.4521380521137,-276.160927634887,-282.823975695113,316.161501287177,56.3011325770981,13.2997737927367
"213782_s_at",302.054948504536,-176.94550939953,-227.320984622265,-122.171570207466,-70.534984921503,-74.2362769810186,-64.078619884818,-115.94389991421,69.3952868489216,47.1647145388501
"213783_at",-34.1538291594694,162.314121551553,140.829816579231,44.1914028142856,-48.3274874939154,230.885652675604,185.335604612152,-340.101988275658,-25.4532494782829,38.0199641059799
"213784_at",46.1496455957453,75.3812975576316,52.3605453422093,-20.1397988017282,-68.4380316830217,181.060075783215,156.63041450342,-310.147503213236,-9.15506292647144,49.0337606243552
"213785_at",2.40088288383686,140.423304032464,82.05752122161,30.3075260397913,-18.6999062592873,127.733293142215,88.243949980936,-59.1707503534474,17.5919117903366,50.2741900128431
"213786_at",109.376970519361,5.22419477309266,30.6258206368273,-47.8963005797373,-85.8901655043913,86.7934194114297,111.927934411993,-243.178022816515,34.4777417710326,36.1191223474185
"213787_s_at",171.683902393152,-106.867466111629,-95.3953722399766,-82.9228102403951,-77.4913534342014,-50.3295148140381,54.9449622501377,-194.905963374379,10.193729624641,2.29807035575507
"213788_s_at",238.342796301501,-154.582503561569,-159.322156329439,-130.657114081046,-89.8088938391676,-40.1993986573813,7.40122374894228,-232.792225564887,21.1386748102718,5.1589525931943
"213789_at",-36.3783781084821,173.015130192067,161.498347181946,27.4844774361368,-29.5040491104459,135.688717080347,46.1499530604698,29.3937904380885,-16.5739808662048,16.9567026471748
"213790_at",164.906297590263,-75.3559643134342,-92.2986320381862,-105.466508269883,-83.5959013290911,67.2499885255596,133.226131760457,-394.987862582733,-17.3810330947982,29.5811094223431
"213791_at",257.37045379849,-154.769899918403,-152.943981957378,-103.295300931431,-84.0374150489742,-72.6591914047322,53.0386807326718,-271.915210919061,16.7597160763173,7.14189972806103
"213792_s_at",140.899671028984,-54.3031644136548,-65.5212755595215,-68.1832061459676,-96.2322147292944,46.4420510104298,145.050560824903,-314.555785488092,21.6161780634983,18.0562435384246
"213793_s_at",171.794172274702,-30.4252592753645,-19.2947070005897,-14.4146376894846,-58.4978451515161,-37.4367556278187,-63.3503938662396,57.7964699807081,39.4767105985019,9.9246247150492
"213794_s_at",-87.2082196593338,215.740558751811,216.650498391475,72.8087231903909,5.4301299738726,205.396904868824,2.86718183149696,132.676031521604,4.30323338249387,21.2857069178823
"213795_s_at",69.943313985761,48.2899815733428,-3.51055452531252,-83.3924821886248,-95.5100286010046,130.570456934256,238.639491338173,-529.329546246211,4.28234473425008,40.606679871778
"213796_at",244.329226790682,-153.279865720201,-193.733988973888,-74.9049103829168,-63.9865221006514,-92.8380924402449,-48.1369836986737,-154.28236885024,38.3921195052197,19.3033624460299
"213797_at",45.2321277150189,66.8332382017554,26.2462586396111,-106.604148186708,-84.9028416756918,216.207329576231,334.072793735247,-615.897150961134,-14.4148423316128,6.76996342699374
"213798_s_at",35.6502619671668,82.5373064251352,72.6112315253543,2.30625744089302,-46.0450225838313,181.756738278762,126.938705453409,-256.665547080324,9.59729752267479,11.4826468723356
"213799_s_at",93.6938771669675,24.7751260768876,26.7566562878382,-41.1157959013992,-50.8908907619768,113.721059621271,112.236516265478,-216.751026341965,24.7992642487673,14.2828406217551
"213800_at",-108.953928432,236.456657649551,278.764893253238,81.8815599292046,-9.5184754090469,235.137244755267,84.2914760748369,10.2825484132344,-30.9304961803355,21.8013412398279
"213801_x_at",141.499278958449,-56.1517648803559,-92.7027319208861,-71.246247700834,-84.6615961509794,39.3978250610001,99.3749551868543,-382.411261820773,43.9312851487772,18.4746489745881
"213802_at",18.9250459927813,123.248228168251,91.2563611579224,-41.2630607622204,-113.829266099833,206.411145339973,268.911506729023,-515.568920335475,-0.810023248610807,54.1916583783147
"213803_at",176.366880540715,-69.6536564227935,-84.5473576290203,-100.192333339402,-63.3583200419578,-19.2014668843814,24.9684321495877,-207.881359489021,20.2436954632134,16.8021201924644
"213804_at",189.544263887865,-54.7164166049142,-69.5202740796123,-73.1266403454649,-63.7645261062385,-5.61441649035424,22.309807228732,-155.596430269176,3.48833159574735,10.6295499738379
