"","GSM15785","GSM15786","GSM15787","GSM15788","GSM15789","GSM15790","GSM15791","GSM15792","GSM15794","GSM15795"
"201435_s_at",109.851302385817,-57.356505266209,-45.3908369366921,-77.2951549868733,-101.063700824783,72.4909668429083,135.31809362138,-334.159108873675,16.7984844594405,16.8864848623267
"201436_at",115.610329582722,-3.70899607303979,3.93047456375518,-18.5536351846439,-32.9168592086807,59.8151332656264,21.0861460424596,-53.6651978116302,26.9196570552749,19.2633087389801
"201437_s_at",156.953370974891,-95.8536671173884,-101.177152511741,-95.5436242608938,-58.2158534488343,-7.7899821007614,41.2232450584772,-170.874167001878,36.087954928086,25.2313373347864
"201438_at",154.316812063125,-46.417629185947,-59.127871858101,-15.2090471536574,-27.1318767507863,-20.5160317077202,-86.7944944360783,140.732473116901,15.5295304214441,-10.3774695404566
"201439_at",169.323282451405,-67.5956652032221,-48.461677733142,-46.7333242184896,-77.9443317970518,35.036596053856,31.4542646611293,-126.884851067987,12.5538573201237,9.44027209230597
"201440_at",96.2200458238772,17.0307568890827,-26.749768423924,-57.1169921376114,-107.699606141891,133.984094326508,212.187108139256,-415.876462147742,25.4846209967237,29.0018996318661
"201441_at",-51.123155700772,155.988842512519,156.315500542321,14.5967623107809,-52.1110009932359,218.679607212275,147.369258497707,-223.565922365034,27.7812804739676,40.1948015022496
"201442_s_at",181.485642121721,-101.98714739708,-15.060078927737,21.4062429550383,-27.7642388828392,-152.750734532426,-282.315707978283,501.293445473387,40.6109241764032,14.6439485086087
"201443_s_at",189.573659426108,-90.8044482440159,-86.8999622788397,-75.4764163033518,-67.5169974031052,5.79767036837132,48.2134729696587,-179.044772552799,27.9316399994385,30.8380212910247
"201444_s_at",191.79220499881,-111.894804988015,-98.5094096676972,-98.6365790835515,-81.298218310227,39.8971142923332,114.377642233586,-380.568470161945,25.9718111079112,24.7295048115366
"201445_at",169.526013846889,-61.430690359766,-43.4039559817566,-15.6880216325987,-32.0259088672396,-54.6240949005906,-110.064755823451,144.065169817661,29.7572216752817,14.0992951682511
"201446_s_at",308.195189926663,-235.496124643365,-261.66508665413,-143.825223878254,-82.6761548540222,-97.1449248023434,12.5455431443281,-301.75050592734,49.6961270220424,-12.7607236998872
"201447_at",166.804123999124,-43.2500569613029,-33.176266035411,-38.2912453279946,-78.0387763755793,4.19354775356628,45.2263799724637,-131.992436516596,9.94456233907893,14.5636959931869
"201448_at",121.490781783056,-53.2863589903154,-22.7705643430351,-27.4230000505333,-39.3729842799643,-21.3912504547199,-58.8224766954489,41.9705604248126,30.7452183631803,4.08759951102312
"201449_at",315.31118036226,-225.437323722485,-250.762942265651,-155.828310167167,-65.376059773332,-99.2392666755448,-41.2642800733654,-166.232756312978,16.7674047309453,-10.998303342939
"201450_s_at",219.976623012049,-132.045351930024,-168.956972839521,-103.952984682226,-84.8855243240338,-46.9187210647336,-12.6011452394767,-167.019061619366,37.6087987080171,13.4214234535248
"201451_x_at",148.281432183243,-95.3511746179286,-39.8214733010775,-21.5564601680265,-24.5977148706243,-111.811688885448,-173.027562640704,280.038214353566,51.4170568191931,25.3195431582579
"201452_at",105.720021124087,5.94207077338168,-15.0848066681832,-66.1941210494586,-85.9906206304663,109.349797852387,142.73945668643,-318.848713317225,20.2915646505062,19.3574442190599
"201453_x_at",94.7422937819056,27.3152838140728,1.7918229429968,-89.4113733718724,-66.0742460392256,88.0452899769323,124.532307054627,-284.70284815221,5.50738682811326,31.7756107819939
"201454_s_at",332.628152615428,-278.816169731023,-312.97504829602,-193.410291574542,-125.158205141212,-104.647455093095,85.8400225029522,-455.978728446573,25.3420860188231,-0.207685007870764
"201455_s_at",141.185827552141,-65.6136483044885,-30.4209695568251,-23.9961028965951,-62.539125162199,-22.2262498990302,-47.857685160324,66.4418308802446,30.6359654418925,18.5788911935326
"201456_s_at",80.9525584383952,20.8838040739509,3.82050764402836,-49.9753249278299,-80.6797365324471,106.097052828226,110.829634442904,-219.141275004091,19.8283087509272,10.8670285858682
"201457_x_at",283.003554669891,-191.809036814808,-167.555429863849,-125.98244607804,-100.841027871784,-74.3779566535617,53.3187027022889,-249.243934174142,30.7233125030943,0.369171516923285
"201458_s_at",-45.4101040711825,212.031947321762,221.831177670303,82.2186262508707,-14.9013405141753,145.818846632471,-4.18708244361877,117.033247953272,52.2414528057396,45.9453735248714
"201459_at",148.309558456078,-87.7548493146601,-61.9160344229663,-63.3460840804474,-95.215291282701,39.754435045333,73.6290162210108,-305.10119596482,18.6705813191317,14.3527987775222
"201460_at",105.986061442029,-16.0843708806809,-21.151860980575,-42.2998150808311,-31.5354344333174,28.1898081435579,32.1582713343327,-68.1435236137525,25.9097562362137,6.86274107227074
"201461_s_at",95.9709905147493,-35.854154800198,-63.936832387393,-89.0197083203215,-53.3090757139888,33.2721799684696,89.6635268283439,-207.658727871898,3.17856179722249,-0.144905582364716
"201462_at",228.61632639648,-142.159444749823,-144.874729211974,-39.8777878834123,-59.31572496231,-115.779499891911,-117.730514260616,96.214455645145,46.866462289659,9.2373241103889
"201463_s_at",157.834225692694,-95.4449471104733,-63.1698739499395,-62.3785128147632,-47.4744247514399,-18.2782326614481,-22.4253989650671,-49.7323939198401,30.4178502561954,10.1370826612286
"201464_x_at",173.766617263386,-99.7554262194444,-132.716645171111,-53.6213925233371,-75.914199441512,-51.5302042893563,-8.05535726401051,-104.715298735281,2.13371909065325,2.84093404960297
"201465_s_at",296.439082648189,-232.485873452067,-268.761383471747,-168.394334461161,-101.571960370517,-69.5908893381162,131.991450258476,-589.856691895173,4.76648580990066,8.40447891463529
"201466_s_at",204.975536362994,-112.117803174369,-98.8541159906267,-52.6044956281472,-73.9642731484969,-55.8520842390898,-78.6280079125346,26.9079216849915,41.6782377300146,14.9565881330071
"201467_s_at",178.650224414125,-75.8841685144076,-69.3696151896044,-44.4049049116076,-83.641217298702,-30.0985731038588,-52.3038273486722,-43.4358742066566,12.8119089639682,17.8780642349353
"201468_s_at",125.075805081305,-55.9492438754146,-57.8259597471529,-58.0143783354442,-23.2881239009713,-42.5763950890717,-32.6830214106166,34.4974130463359,30.0412585651411,5.3160401051682
"201469_s_at",354.204716599043,-253.307185425142,-216.940227643778,-81.6191069578388,-55.414376360573,-186.505750160347,-211.90446258378,175.548908555358,40.6139388764547,-6.82383886599978
"201470_at",182.759616358303,-78.1841434751749,-62.9082276752536,-31.724670546262,-55.2592743269971,-48.8288892809108,-87.911609057238,92.1255872875985,35.6966613441139,10.7527768712598
"201471_s_at",109.639692888827,-21.4407482641314,8.23591536397074,6.10112050698655,-37.9912013252794,28.3316789341739,0.28160407527551,-2.70701694183406,41.522742080194,20.3192680378625
"201472_at",50.1856994824949,33.5857254902697,-37.7001917129879,-94.0793075156228,-101.546126975413,149.659791246713,257.715118256413,-529.735481331883,12.1835427368295,32.0660643926484
"201473_at",54.4154506815286,37.6223354894695,36.0736230498723,-58.7051496366674,-77.4529370831161,143.164696007441,181.894651442055,-348.56418066512,16.4411902576401,26.4421246148986
"201474_s_at",87.9052559655228,32.0161257281497,52.4701892909941,5.41760232158335,-42.8188489613098,91.343790075062,12.2141753022927,-1.8239447568326,20.2620777902444,27.3726347398132
"201475_x_at",-44.2823773150228,140.216034264163,175.557532468689,42.1168658911561,-30.0237661153401,156.747730849027,28.8160637496493,81.3331593786231,57.7662031265645,52.5750411106735
"201476_s_at",122.98026209556,-31.6649008301533,0.817308064591746,-30.7454428854675,-63.0352094718193,47.5484135413205,7.92558723573472,-92.1876561579252,39.26874689699,21.6682006147787
"201477_s_at",2.72399386331828,129.731050180547,99.8923962811247,-30.180278144392,-78.6489010249498,218.940234508478,236.959005770155,-397.42783552381,-9.04848960641057,20.0458178498316
"201478_s_at",119.141619485434,-17.9284576080496,-2.66719019362284,-23.1317872187719,-67.767165937136,47.6380209468716,33.4979129731409,-116.710762363112,32.640593259788,19.0181687860518
"201479_at",217.586397482782,-147.313659960776,-175.761936903368,-141.550115110782,-119.043174038113,-20.1157039465978,93.9676682208727,-409.174377625781,26.7601698843091,8.10041703508858
"201480_s_at",335.189710764822,-279.323186971919,-276.668768290848,-108.199112660673,-72.2654312878225,-221.086413689537,-145.437489648496,-28.9295119276042,56.2528582870922,-11.582156607605
"201481_s_at",224.126328650192,-107.347929233839,-100.943288701011,-64.8877093876558,-90.1531237094279,-23.1152511105988,12.0155756536957,-179.109571218282,40.2049476378987,8.71891950570944
"201482_at",204.971154379841,-126.916604591793,-100.336230940371,-87.2188986989288,-77.7013815046842,-52.6618600192472,-10.8712810399619,-166.793776282333,27.3678895980129,17.2284171041092
"201483_s_at",138.317097415485,-41.6829064986268,-76.412561619576,-46.9009730825168,-40.4583754853176,-1.13214441276532,30.961322623941,-123.76601242906,42.5440829742644,12.4907667625138
"201484_at",-2.30216836226438,122.557920827851,136.801085899378,29.1175333585921,-69.3747568883764,160.98578548556,103.952527359995,-111.754338453755,-4.97206664268872,20.0464386370507
"201485_s_at",131.480882083318,-46.8890656435026,-62.1934599362159,-91.2147318709431,-89.7564962050735,71.3892624723948,111.309650987791,-339.828736878845,4.22940093318611,27.5860588931341
"201486_at",101.778011472738,-12.5156981275177,-30.922530468673,-72.4560555808176,-107.789540770941,77.9220128944846,138.271291587594,-345.939589684031,26.4110686348078,14.39197406354
"201487_at",54.7085658675125,24.6548597406731,21.1421209397693,-26.0039659215388,-56.2737268391448,93.5050865756567,107.861023749392,-236.396759385865,1.83509240268974,24.7200323837893
"201488_x_at",-69.5289754066238,183.619294621758,204.271972070842,53.7780037143593,-38.988964759249,190.555101934518,96.5821826963692,-25.8279111478873,21.0310924494585,15.5081621725282
"201489_at",121.682495157369,0.158092777082628,-36.7786436760177,-46.3547321344995,-77.2396456756435,51.4598316414502,76.8161860481313,-196.342746960508,30.9407589174672,44.8176653849223
"201490_s_at",252.881533483668,-177.669582879583,-117.295360414275,-90.1626828333925,-102.930491395818,-71.8654512673701,-26.0314490438793,-132.901262105091,40.2231820798348,30.846241556133
"201491_at",139.897469924255,-49.1515179150077,-90.0204701037414,-84.6491990536175,-91.6226189537124,30.8733664648682,79.5507823651937,-291.996520631891,2.79642841092228,26.0084083035037
"201492_s_at",214.990884964166,-145.963530521349,-137.210067354552,-144.508242582685,-93.0482507956768,28.0425402294114,126.304899800362,-439.331874798259,17.8536672532589,28.5347058211501
"201493_s_at",185.741533929263,-85.8024554702977,-118.94790205128,-122.858057462818,-104.470411892391,37.7074907350115,151.212184799128,-429.930074244345,24.2278887078499,14.406507018868
"201494_at",164.147559045067,-125.530427205327,-87.8884835215256,-69.896524138772,-40.0376563331639,-45.6655992237674,-33.3877488239387,-16.3071714481335,17.9089160642708,-4.83332445513282
"201495_x_at",304.542667868598,-230.6574668801,-208.551140747622,-43.6218219052063,-33.0744723436783,-199.194290371222,-278.540285661918,360.697954517669,41.1038590267749,6.81014575982461
"201496_x_at",-41.9370495122822,175.907452836297,132.162394930653,28.0443802494008,-57.5360375705724,192.179740518031,151.780125313639,-212.756443568993,-9.15499066186672,46.0846889472201
"201497_x_at",349.163586059412,-252.168821585475,-272.157582642195,-120.099124791547,-98.8856489697254,-141.11969086505,-39.8643421930931,-228.117834193066,42.5716315126232,-4.96922034898147
"201498_at",-2.37914290750038,114.250130360845,154.438018675933,10.1548777184577,-26.8192942251463,169.461742690267,77.9851581440635,-88.1621379647865,12.6815060106019,57.1440867714002
"201499_s_at",120.00749669464,-32.156317693788,-25.9053952243039,-70.7384928002216,-87.5222764135382,41.2619862596463,84.1768975687091,-183.748534563643,42.5810131037311,10.0231866024493
"201500_s_at",272.781375017487,-182.386081559117,-211.792023506906,-125.669018360993,-106.883663163773,-37.2642364425485,87.523161396492,-372.725577326904,20.265557124802,12.9966727921152
"201501_s_at",35.5390777016353,104.585088086506,95.5253397307311,4.79774615801629,-48.6621025715706,112.417610977797,68.0600031054634,-115.689745144401,12.6689688528944,39.8285982860155
"201502_s_at",206.414658869318,-136.307835110709,-146.714266713064,-82.3344722514766,-82.4258098399871,-32.4007779217354,62.8944583390521,-263.072113135026,30.178367397026,-3.84153803673335
"201503_at",86.5690663520311,-5.40429651934201,8.69113757638503,-26.3980713887819,-75.8591472237813,56.8070877854778,108.835174988933,-201.221930533115,3.73109616589915,13.7575379509655
"201504_s_at",202.725565192695,-113.363367522833,-117.409735060989,-130.025641189995,-87.9148616154853,3.90681453072197,73.5580209471515,-262.721820952818,7.92814278686663,13.2313280301743
"201505_at",31.151524859015,81.6315998144418,89.1180417148791,17.9843766882222,-39.6312645612162,80.3269632416319,33.276889092172,82.0049595829118,9.54111804133705,12.9918735378994
"201506_at",175.891810435544,-84.1000513125229,-71.0340554674992,-79.3428607111893,-79.7268005218514,19.2336653638095,94.0053626325725,-305.706279964736,21.0871164863788,2.92240293955834
"201507_at",324.251936496207,-246.449505595112,-248.921872803002,-113.383294561901,-81.7419106033608,-147.448101335916,-46.1183486879571,-123.413597236777,58.7283914253583,27.8405518063906
"201508_at",282.505513886949,-223.183785841596,-245.928781424741,-93.0111922165312,-96.4915254233283,-122.702531120562,-23.9542939702901,-167.10185592809,52.3730479382063,-5.26685968515906
"201509_at",202.830614726949,-141.791539819146,-200.87806979913,-142.528718577089,-114.04351906347,29.5783352663814,186.257138277042,-576.337881509869,5.12954194550433,38.0491638920983
"201510_at",318.092246255933,-261.356990665717,-282.98462922146,-136.745640543221,-87.0176623074628,-160.757805761365,-83.3713935261553,-112.936343826561,36.9313996559742,5.07166797382203
"201511_at",-155.328311777159,295.005845442815,264.813409855426,18.0911387890795,-23.7360510794859,323.829322241165,299.888022096829,-408.297623784569,-23.6984029233938,68.2938808444733
"201512_s_at",53.5618998275938,38.5713042565724,28.3108938998282,-83.8473988242599,-88.1682470609141,169.998081340243,249.177521779232,-516.424401493522,19.5494569320762,20.6314193331155
"201513_at",273.504648770238,-162.712931721398,-123.681309592246,-37.6524962475717,-52.8291748155247,-106.766678517648,-121.54666919743,47.5182450582323,41.3220240923631,19.6276716542105
"201514_s_at",350.983848195658,-244.581387121494,-291.685461786761,-140.106197926901,-88.0368657442979,-131.920576249698,-49.3240687726091,-165.950761610995,47.826530669668,-10.5424848409419
"201515_s_at",79.4821944724002,7.3134697226181,-29.5553123589664,-45.1751568399606,-56.0410913574031,76.658628101367,66.2127579396512,-125.177364289256,13.6767858563407,14.7217042674036
"201516_at",145.34928510887,-74.1050731631224,-41.8389038987972,-34.3568042991077,-62.7683609990961,-32.1228857695107,-5.25615637107238,-59.2679427070939,50.9533755022775,23.7509365075498
"201517_at",142.268972634239,-65.4905771417881,-54.1873374894167,-71.7784942147478,-86.648986525557,41.8630615682567,85.195739703148,-185.432869893081,27.0339238308626,31.4683513984277
"201518_at",68.2821951906534,38.5411170174227,32.9190748240173,-66.8165210229688,-92.6869418250644,139.078260835985,173.431984738113,-363.001720303822,29.6393569645638,44.957404851311
"201519_at",258.3057108739,-193.504947328634,-167.612013934304,-90.453255958405,-66.2879132791529,-137.53281966711,-90.2273109615882,-28.524969136522,47.3878456931722,3.86123114903285
"201520_s_at",51.5476131142856,43.9382908828758,29.4519831675859,-23.542801397909,-64.222589713992,143.785964762541,130.390606049793,-194.180642115529,2.50691002862401,14.6228871146658
"201521_s_at",101.589075487008,16.1238084029457,36.2769795830024,11.2118828643879,-12.4290272133514,-39.6587522029946,-159.55650707511,311.71466146263,37.4329862028798,30.6679537658068
"201522_x_at",240.49500109821,-141.354223025009,-140.44958531714,-122.810059097736,-92.2942818404592,-18.9796877623573,68.4156644025897,-256.862838386701,58.815591721104,24.6186937626437
"201523_x_at",122.498180951531,-26.0889973381615,-17.2710876433146,-46.6028713093933,-91.0473068255988,65.964713602746,85.6481300783835,-232.128335048661,12.4040791691966,29.3714624938372
"201524_x_at",171.767255115218,-2.82907069086771,-39.4743077696912,-81.3837404019116,-74.1176964331146,55.0799145511809,97.1870461965089,-228.176817099802,-2.80683197966216,26.9413250681542
"201525_at",89.3315621999207,-6.92406142571551,29.9752491733513,-0.779662491329786,-43.2916246800051,56.3417110058689,0.982057819734454,-24.4768705251682,21.511414501308,26.3839677841112
"201526_at",194.168778266466,-103.539094661177,-112.761127011336,-99.861633006673,-74.5057646735384,-6.97772651667309,85.0462045442817,-237.918112924827,18.5219537911598,-4.93143266118783
"201527_at",173.591190529321,-75.6647310282135,-59.7614736664453,-21.1206439821498,-41.4886080015738,-79.4346988335876,-128.048502884873,161.309709089363,9.33634483945498,5.36414948320474
"201528_at",81.1650744560345,1.69776739484938,21.872138192733,-50.1453368153963,-89.453248121693,79.1216660390931,86.9170419172135,-114.450412094243,-36.5879816830431,8.09767353037917
"201529_s_at",2.3022721601875,116.475738321767,117.531443595184,4.44452433665447,-68.1851823797474,184.449462640913,153.22422220492,-233.700533427755,1.04843558071089,24.3274826622383
"201530_x_at",187.912254113042,-75.5072375420961,-62.7731506343935,-45.2732951913058,-62.5169523488853,-3.91951418899824,-35.3662794744993,45.6889833670905,6.48842867174126,19.6444021578934
"201531_at",64.3602589409575,61.3670694626801,28.841668718567,-61.6510906239406,-103.952608956976,154.314687438896,206.103462988132,-419.935286850734,-24.3437660741798,24.5698598387412
"201532_at",243.224292321814,-186.343802868313,-176.279267935177,-119.769484278514,-83.6025803703998,-67.1784286504833,-19.9467756862706,-137.82061029005,68.195661143465,-15.9145741580459
"201533_at",9.49776620124325,98.7167081373563,137.011057501808,-16.9532617271405,-27.9543790970421,145.017074726817,87.4271885132623,-70.6017020154599,20.0356072892887,21.420051921294
"201534_s_at",41.3756651944916,82.1822934291454,120.974357341805,66.2509282317952,-43.9981074650159,65.3316797026432,-73.5128705365001,251.469215495049,28.2072467514928,24.5254244079494
"201535_at",302.241591863579,-228.388901687183,-209.204715761013,-85.935552905591,-104.877849545323,-133.26551563826,-96.3207866986297,-75.4357424510657,32.1050064481697,-2.45808632193065
"201536_at",195.271028276143,-136.52206937897,-173.096054474468,-149.970346625895,-115.137618917965,44.5663026640298,219.709249554519,-595.824665991713,18.3014394032925,6.4916876673377
"201537_s_at",321.813722684683,-233.596637222397,-231.186444354596,-105.808914694515,-69.0352451350139,-182.90252580242,-122.939214551295,27.6983683682727,45.3447512499418,3.4504786465598
"201538_s_at",218.26444891662,-151.322700878431,-175.513834013302,-119.443074706191,-106.410514974369,-81.2137858815908,-5.24745592578302,-171.798116162554,20.1797151514238,8.06065242553209
"201539_s_at",232.142154503933,-165.988434663368,-153.728237728617,-43.9801881349907,-47.0058891961509,-130.812501757242,-163.74131310443,134.475366550638,51.1224255408191,2.30780144765631
"201540_at",204.46911454539,-106.192943482523,-107.118607430892,-46.0700568067507,-42.0458769555366,-39.1381213475906,-37.6864551152636,-98.2764253571038,24.7056008303412,19.9521132300365
"201541_s_at",145.615040966642,-54.7889144898679,-91.1837827808793,-87.2679714233494,-64.2117297327391,44.6475090463041,108.785677011822,-279.085610416661,11.01728440315,10.4927129978051
"201542_at",405.280483717482,-325.462166537694,-352.895513115496,-234.989682429541,-102.32911500436,-162.153265243292,75.0499793547722,-533.935565913611,30.3936734533372,-23.1921378707968
"201543_s_at",19.0417633564009,62.9851881106328,58.4767187560755,14.3323395929468,-78.6077828764558,73.77264584046,49.8566125619616,-51.6827252937756,33.6850429955612,35.4547634190913
"201544_x_at",48.8729383620915,50.9219385341834,35.4948161482243,-46.0298681176972,-66.4899363206041,140.577176849292,168.64205951536,-399.198080709486,-18.2003426400095,33.6475820094683
"201545_s_at",96.5943634958789,28.6118142297587,38.2150156239365,-63.1534321936993,-30.5936323870857,51.8249885597849,18.214167090373,-14.8917424559081,2.94180329530171,34.4486754111888
"201546_at",266.740800208541,-172.126129746377,-181.184901110178,-96.7096255959516,-50.0748920022357,-139.89325781577,-104.046660322617,42.3549402218787,1.11658077169344,3.78877513378253
"201547_at",343.629689126207,-253.15383868061,-224.765221068005,-124.995665319883,-52.5268181487473,-166.571307366645,-61.919461346683,-89.5560037719844,36.4641013069937,16.9783013939174
"201548_s_at",308.295113482431,-208.587858426238,-236.10824614288,-81.3164149081262,-51.5367168628541,-166.690835078987,-163.340057913638,61.2246568653925,47.4436397752648,17.8151447214432
"201549_x_at",196.829544908529,-115.096950541532,-100.464061148907,-35.2746009996958,-44.6511863703391,-87.8736335101017,-147.130847009469,187.578704769713,50.4026529008018,-0.974540134995777
"201550_x_at",2.68676978417063,106.199677122453,79.5842276329695,-56.4104941877904,-74.4142263633015,202.109913851024,250.670110046023,-474.453857490117,-20.3813532175388,23.2146569107747
"201551_s_at",271.699003081694,-191.344611987671,-203.586458670774,-180.145836684923,-79.9930110179122,-13.1210921645763,164.097792807237,-504.211686404202,-4.6501101551011,4.54808644029305
"201552_at",39.6120622719349,99.2472591467538,57.723069815767,-81.7668742770509,-122.542495199446,244.832997655031,324.625819659126,-649.97961413122,0.604466266344991,44.7701368609947
"201553_s_at",-1.26094605624638,95.3116148851207,111.516191753627,31.5770264387036,-53.4129490519887,123.737516212794,34.9579316973035,7.18784696966037,15.3312098141281,42.9153092251914
"201554_x_at",158.508708904948,-72.788604362432,-93.14203528743,-127.560720157951,-112.020580429964,45.0931437361835,202.739621152825,-571.13359970587,13.3515476651299,8.67771385804134
"201555_at",15.7646320626479,75.7274048744327,57.1056976849167,-29.0477972415892,-79.8812112108417,167.679844409311,234.053697467783,-473.774632308359,4.0256910195747,25.110488970427
"201556_s_at",68.9430891478978,17.5251661730799,36.7178035283106,-30.5513887216162,-60.1718334189524,119.652902955779,108.398090082137,-271.194870587812,-4.31812620376484,17.0745164859356
"201557_at",-73.9735392138541,189.41058424374,191.104895182923,-5.13651862630747,-34.083102393273,181.791586520403,138.401908431873,-168.407953027427,13.7466300668143,29.5662819827836
"201558_at",108.608220713424,-40.0514836242072,5.67815488655044,-26.8138962056677,-50.4013171137705,19.8539178972027,13.72986839231,-58.0825987345936,-5.08679372617837,2.65596191482038
"201559_s_at",-37.6254944655134,159.212291353079,149.515758183345,46.7675247780472,-64.7875178894016,199.344236280005,105.374560576167,-120.852425523321,15.3044466797655,41.6962195472147
"201560_at",225.269524555686,-132.668205850299,-177.123683266784,-73.6632868331878,-83.3744345547066,-84.4971055274948,-7.05442080223862,-158.606472135189,48.4041164256565,4.30432209454766
"201561_s_at",269.360702979865,-197.337755618565,-183.625955186002,-97.6165233988476,-70.6078515842436,-59.4834430741028,31.883914511067,-232.023623386404,44.3610403651375,-5.94606064682306
"201562_s_at",83.2599934259075,-26.9412923635147,17.7773939934636,2.93758892673858,-22.7372690135799,19.3063660831507,-41.2279779507258,99.1396423843577,26.2535576411348,25.2795574483732
"201563_at",129.854394371744,-1.651585388425,-8.39796572890674,-34.5138094296093,-26.5253402593552,36.9071440837782,-6.0891736433054,-10.3398074654406,30.0180929249668,25.7281958486303
"201564_s_at",100.938075063511,-24.721418871384,-77.985913128878,-80.776363467257,-89.9445923437248,67.6310971001764,177.755976661042,-437.35396904878,27.7945416049901,23.2673963936449
"201565_s_at",214.972292712824,-171.581733361607,-158.147802715886,-122.278160828556,-101.028986694958,-34.1999816541155,65.097617105034,-357.131380703764,30.2564451706719,-26.3390261895668
"201566_x_at",164.961416468685,-81.9949616974324,-68.8557616075175,-81.1633239173522,-48.553889302357,32.2031010159256,42.9724635706542,-197.40471815227,46.3232626369835,17.7211600517006
"201567_s_at",69.3930522313171,10.0138216336771,10.3498154027244,-51.1296683961138,-81.7676095018655,134.800246465236,228.751390722471,-458.396322170397,18.1046927579634,25.4793656024758
"201568_at",110.404713880301,-3.83918157247091,-17.1538506876655,-15.0332980627041,-24.0671664265691,-21.3016470981496,-38.6122016072868,51.0441825470271,24.4569386597106,5.69030621831184
"201569_s_at",106.747871371873,-25.8177346415195,-55.893592802755,-66.3339149238955,-76.1459538835215,73.9189657389707,125.499920977526,-357.078556396066,6.10814714476079,52.9864673801966
"201570_at",108.385984597651,-49.3083320392256,-62.4094078077567,-137.349018972503,-82.3196053115814,126.649547997244,267.180480795029,-605.243462054213,15.8210795510373,20.3532616015748
"201571_s_at",82.1313794827865,22.6323373934984,-22.9372168118226,-35.2735571968147,-62.7512955360292,83.9426470442955,93.8560841614053,-274.12243799725,8.13390357101995,46.9503666727066
"201572_x_at",128.29506150498,-46.5853818719229,-43.3697335057431,-85.6124117672312,-48.5464549034587,43.6862444033981,122.523075005036,-302.24794553694,27.1423758390141,4.76144592728372
"201573_s_at",195.944719037052,-98.4397401355139,-59.4865449183792,-53.9052639877508,-42.3361356111569,-62.8267422099673,-113.626298081683,129.274543021382,46.5824400731403,-13.875487715729
"201574_at",7.47335489448678,131.268759619668,111.010882940193,41.6612513739416,-57.7204086912621,99.134737193972,44.8995332475386,-44.2276872920059,-26.0903005503933,13.7091563338284
"201575_at",181.628264972215,-104.980861744575,-144.538802251344,-142.525939198016,-114.245136408231,35.6181120938068,194.08294874181,-499.677179568456,50.09726841803,29.1649182772277
"201576_s_at",-10.1017948299663,133.962459179142,144.291568649649,25.5199591298131,-43.8751379248288,145.91182748355,57.7702276502704,62.3970008717127,4.2602640041378,8.9396845402446
"201577_at",270.016749159191,-138.656393373761,-186.435680724827,-99.9026883459733,-62.9806000022429,-91.7558828314939,-29.0014996521276,-168.741127020549,51.9610399360252,20.700489450537
"201578_at",15.0875930052922,67.492950205826,59.402298753917,-39.4506907278954,-71.5803058198332,148.49630364887,172.83685240497,-386.585154179785,-20.9621368396616,34.6523182107087
"201579_at",117.500841083993,-43.4472515322173,-8.02976523881183,-25.6769008071397,-57.4020148537178,-41.7003566183324,-72.1518580923855,120.800970231524,11.4487143123914,17.0297602075717
"201580_s_at",101.166072806079,-7.70224299108028,-14.0547644701906,-53.4065808434569,-67.7749753156092,99.9182422877887,122.341039990302,-371.025498579276,18.3672605826309,5.02867853520912
"201581_at",-74.3621822050587,227.163492787622,228.15603792148,59.788594802155,-38.9181063388411,243.75248016835,158.526769869864,-163.472044465234,12.2078147783862,37.1893856865803
"201582_at",335.501590964126,-242.125758369862,-229.75724574835,-120.989150773701,-61.5984661567508,-133.52371567862,-132.646860606889,51.4120240394875,54.3208864562577,10.0548565582938
"201583_s_at",157.364185142477,-84.7257214880068,-55.4072777852163,-45.6511779287787,-35.6300842319097,-35.3865387194084,-70.5713781396482,34.5002687205678,44.9495446416176,31.4933939396472
"201584_s_at",122.774973173589,-64.2347268721124,-99.2795189217849,-99.6576297703454,-61.3487190362327,27.9618224406886,111.090241463816,-306.719911691825,34.3235119189377,23.009937756399
"201585_s_at",48.6082729768723,17.628921659971,64.5464496534746,49.6163336446814,-24.5911213331528,34.3274047427969,-108.854239749094,230.481263226656,45.3110028487834,21.1518594661851
"201586_s_at",6.73691481194191,93.4806825418879,122.784488947066,2.08097230090235,-41.5809055957498,110.050721491484,27.9973603036308,-30.1054796301003,7.25449933058349,30.6364246814968
"201587_s_at",96.3499239939553,13.4187825116275,-43.1354443547303,-65.0450687329182,-77.3218705357698,85.5175527729113,142.985457430332,-374.197805819177,12.3945530533478,15.4952674870765
"201588_at",47.873812229273,41.5895470416981,45.4659253105312,-36.4159433783765,-54.9781909969494,112.313732470138,109.761369069774,-164.47705734489,14.4414749852107,17.1487856989133
"201589_at",118.560859004906,-46.1293194491535,-67.0354985758326,-58.9099683169903,-75.0526277671701,17.1083684394925,64.0252046155213,-264.658371426382,-7.72539212245292,20.6591756106391
"201590_x_at",101.610025152385,-7.72857384316531,-13.913994609848,-82.1684448768289,-66.3173941505006,112.948237460765,107.11466964321,-356.506636703893,-9.96406458546521,13.6466874654257
"201591_s_at",68.9387182894342,-12.3090413338907,-14.7347081450906,-44.5524344719514,-36.7849830032655,26.0840297058208,8.26309508991256,-38.3969815829498,53.3357159751222,-2.28497372499108
"201592_at",270.44729834663,-174.578396868733,-215.584011293179,-144.590976303133,-108.867101080067,-68.1247425515794,34.6236385625419,-243.589735572232,27.95254279762,0.951845032642755
